Kategoria,Data,Suma jm.,Suma jm. PLN,Suma jm. EUR,Suma jm. USD,Wartość suma w PLN,Wartość PLN,Wartość EUR,Wartość USD,"Wartość EUR, PLN",Kurs euro
adfloor,20230101,1,1,,,8000,8000,,,"0,00 zł","4,32 zł"
adfloor,20230201,2,1,1,,38038,20000,3800,,"16 418,64 zł","4,32 zł"
adfloor,20240201,1,1,,,16255,16255,,,"0,00 zł","4,32 zł"
adfloor,20230301,1,,1,,6025,,1285,,"5 552,09 zł","4,32 zł"
adfloor,20230601,1,1,,,47581,47581,,,"0,00 zł","4,32 zł"
adfloor,20230701,1,1,,,8100,8100,,,"0,00 zł","4,32 zł"
adfloor,20230801,1,1,,,39027,39027,,,"0,00 zł","4,32 zł"
adfloor,20231001,1,1,,,1400,1400,,,"0,00 zł","4,32 zł"
adfloor,20231101,4,4,,,28999,28999,,,"0,00 zł","4,32 zł"
adfloor akcesoria,20230201,1,1,,,230,230,,,"0,00 zł","4,32 zł"
adfloor akcesoria,20230501,36,36,,,6804,6804,,,"0,00 zł","4,32 zł"
adfloor akcesoria,20230701,4,4,,,960,960,,,"0,00 zł","4,32 zł"
adfloor akcesoria,20231001,18,18,,,2196,2196,,,"0,00 zł","4,32 zł"
adfloor akcesoria,20231201,12,12,,,560,560,,,"0,00 zł","4,32 zł"
bramy pneumatyczne,20240101,5,,5,,12038,,2767,,"11 955,36 zł","4,32 zł"
bramy pneumatyczne,20230101,1,,1,,4680,,996,,"4 303,41 zł","4,32 zł"
bramy pneumatyczne,20230201,3,2,1,,12563,7794,996,,"4 303,41 zł","4,32 zł"
bramy pneumatyczne,20240201,6,2,4,,20824,8267,2902,,"12 538,66 zł","4,32 zł"
bramy pneumatyczne,20230301,3,2,1,,12979,7480,1175,,"5 076,82 zł","4,32 zł"
bramy pneumatyczne,20230401,8,1,7,,34224,4180,6466,,"27 937,61 zł","4,32 zł"
bramy pneumatyczne,20230501,8,3,5,,32330,12192,4430,,"19 140,68 zł","4,32 zł"
bramy pneumatyczne,20230601,12,5,7,,50426,19180,7016,,"30 314,00 zł","4,32 zł"
bramy pneumatyczne,20230701,7,2,5,,32390,7106,5686,,"24 567,47 zł","4,32 zł"
bramy pneumatyczne,20230801,9,5,4,,34589,19268,3430,,"14 819,98 zł","4,32 zł"
bramy pneumatyczne,20230901,2,2,,,7106,7106,,,"0,00 zł","4,32 zł"
bramy pneumatyczne,20231001,1,,1,,4089,,893,,"3 858,38 zł","4,32 zł"
bramy pneumatyczne,20231101,2,1,1,,8335,3685,1068,,"4 614,50 zł","4,32 zł"
bramy pneumatyczne,20231201,4,3,1,,16882,12237,1068,,"4 614,50 zł","4,32 zł"
classic,20231101,250,250,,,1125,1125,,,"0,00 zł","4,32 zł"
digital,20240101,1,1,,,12350,12350,,,"0,00 zł","4,32 zł"
digital,20230201,2,1,1,,21016,9800,2350,,"10 153,63 zł","4,32 zł"
digital,20240201,4,3,1,,51061,36600,3350,,"14 474,33 zł","4,32 zł"
digital,20230301,4,3,1,,46870,33950,2750,,"11 881,91 zł","4,32 zł"
digital,20230401,27,1,26,,36908,12050,5414,,"23 392,24 zł","4,32 zł"
digital,20230501,4,4,,,44400,44400,,,"0,00 zł","4,32 zł"
digital,20230601,4,4,,,43400,43400,,,"0,00 zł","4,32 zł"
digital,20230701,1,1,,,12050,12050,,,"0,00 zł","4,32 zł"
digital,20231001,2,,2,,18619,,4050,,"17 498,81 zł","4,32 zł"
digital,20231101,2,2,,,18510,18510,,,"0,00 zł","4,32 zł"
digital,20231201,4,3,1,,33762,30400,780,,"3 370,14 zł","4,32 zł"
flagi,20240101,126,111,15,,20332,18501,420,,"1 814,69 zł","4,32 zł"
flagi,20230101,145,53,92,,18241,8872,1986,,"8 580,90 zł","4,32 zł"
flagi,20230201,92,82,10,,18800,16638,454,,"1 961,60 zł","4,32 zł"
flagi,20240201,122,112,10,,21485,19790,392,,"1 693,71 zł","4,32 zł"
flagi,20230301,215,201,14,,45223,40479,1011,,"4 368,22 zł","4,32 zł"
flagi,20230401,199,180,19,,55140,48256,1481,,"6 398,95 zł","4,32 zł"
flagi,20230501,496,460,36,,107618,98806,1937,,"8 369,19 zł","4,32 zł"
flagi,20230601,340,261,77,2,78677,62880,3487,54,"15 066,26 zł","4,32 zł"
flagi,20230701,328,276,52,,78084,66966,2502,,"10 810,38 zł","4,32 zł"
flagi,20230801,258,244,14,,64755,61237,786,,"3 396,07 zł","4,32 zł"
flagi,20230901,299,267,32,,72636,65994,1450,,"6 265,01 zł","4,32 zł"
flagi,20231001,167,145,22,,41502,35744,1289,,"5 569,38 zł","4,32 zł"
flagi,20231101,222,208,14,,34601,31724,650,,"2 808,45 zł","4,32 zł"
flagi,20231201,139,139,,,33871,33871,,,"0,00 zł","4,32 zł"
inne,20230101,33,,33,,1422,,302,,"1 304,85 zł","4,32 zł"
inne,20230201,31,1,30,,590,590,,,"0,00 zł","4,32 zł"
inne,20230301,52,42,10,,1000,1000,,,"0,00 zł","4,32 zł"
inne,20230401,11,10,1,,384,,83,,"358,62 zł","4,32 zł"
inne,20230501,304,106,198,,474,474,,,"0,00 zł","4,32 zł"
inne,20230601,847,301,546,,452,80,83,,"358,62 zł","4,32 zł"
inne,20230901,1,1,,,399,399,,,"0,00 zł","4,32 zł"
inne,20231001,1,1,,,379,379,,,"0,00 zł","4,32 zł"
inne,20231101,2,2,,,798,798,,,"0,00 zł","4,32 zł"
leżaki reklamowe,20240101,198,28,170,,18984,2771,3710,,"16 029,78 zł","4,32 zł"
leżaki reklamowe,20230101,108,46,62,,10443,3909,1384,,"5 979,84 zł","4,32 zł"
leżaki reklamowe,20230201,409,369,40,,36419,31861,960,,"4 147,87 zł","4,32 zł"
leżaki reklamowe,20240201,400,390,10,,36579,35630,220,,"950,55 zł","4,32 zł"
leżaki reklamowe,20230301,206,166,40,,23582,18624,1056,,"4 562,65 zł","4,32 zł"
leżaki reklamowe,20230401,255,170,79,6,27642,18705,1783,158,"7 703,80 zł","4,32 zł"
leżaki reklamowe,20230501,972,827,145,,99175,84446,3244,,"14 016,33 zł","4,32 zł"
leżaki reklamowe,20230601,1534,1072,456,6,154957,109377,10062,144,"43 474,83 zł","4,32 zł"
leżaki reklamowe,20230701,836,729,107,,85823,75010,2436,,"10 525,21 zł","4,32 zł"
leżaki reklamowe,20230801,903,646,257,,92576,65173,6134,,"26 503,14 zł","4,32 zł"
leżaki reklamowe,20230901,421,382,39,,42847,38746,888,,"3 836,78 zł","4,32 zł"
leżaki reklamowe,20231001,135,117,18,,12673,10686,432,,"1 866,54 zł","4,32 zł"
leżaki reklamowe,20231101,164,138,26,,16891,14224,612,,"2 644,27 zł","4,32 zł"
leżaki reklamowe,20231201,136,126,10,,14594,13294,300,,"1 296,21 zł","4,32 zł"
malo,20230101,28,24,4,,29478,28800,144,,"622,18 zł","4,32 zł"
malo,20230201,2,2,,,478,478,,,"0,00 zł","4,32 zł"
malo,20230301,28,,28,,7906,,1680,,"7 258,77 zł","4,32 zł"
malo,20230501,27,27,,,4880,4880,,,"0,00 zł","4,32 zł"
malo,20230601,2,2,,,340,340,,,"0,00 zł","4,32 zł"
malo,20231101,4,4,,,1596,1596,,,"0,00 zł","4,32 zł"
meble reklamowe,20240101,110,59,51,,37749,23421,3286,,"14 197,80 zł","4,32 zł"
meble reklamowe,20230101,44,14,30,,11542,3691,1670,,"7 215,56 zł","4,32 zł"
meble reklamowe,20230201,76,51,25,,24928,14781,2140,,"9 246,29 zł","4,32 zł"
meble reklamowe,20240201,163,121,42,,51587,37115,3347,,"14 461,37 zł","4,32 zł"
meble reklamowe,20230301,122,92,30,,37555,27997,2033,,"8 783,97 zł","4,32 zł"
meble reklamowe,20230401,115,85,30,,47166,37785,2018,,"8 719,16 zł","4,32 zł"
meble reklamowe,20230501,289,201,88,,112632,73314,8641,,"37 335,13 zł","4,32 zł"
meble reklamowe,20230601,110,65,45,,32984,19877,2941,,"12 707,16 zł","4,32 zł"
meble reklamowe,20230701,306,286,20,,96811,91332,1230,,"5 314,45 zł","4,32 zł"
meble reklamowe,20230801,289,204,85,,83352,58754,5504,,"23 781,11 zł","4,32 zł"
meble reklamowe,20230901,200,104,96,,73900,40387,7244,,"31 299,11 zł","4,32 zł"
meble reklamowe,20231001,128,78,50,,44393,28824,3464,,"14 966,89 zł","4,32 zł"
meble reklamowe,20231101,183,167,16,,61962,57405,1039,,"4 489,20 zł","4,32 zł"
meble reklamowe,20231201,178,134,44,,66495,53272,3046,,"13 160,84 zł","4,32 zł"
media do druku,20240101,7,7,,,280,280,,,"0,00 zł","4,32 zł"
media do druku,20230101,7,7,,,624,624,,,"0,00 zł","4,32 zł"
media do druku,20230201,4,1,3,,20,20,,,"0,00 zł","4,32 zł"
media do druku,20240201,2,1,1,,291,140,35,,"151,22 zł","4,32 zł"
media do druku,20230301,46,6,40,,450,450,,,"0,00 zł","4,32 zł"
media do druku,20230401,1,1,,,100,100,,,"0,00 zł","4,32 zł"
media do druku,20230501,3,3,,,276,276,,,"0,00 zł","4,32 zł"
media do druku,20230601,15,15,,,600,600,,,"0,00 zł","4,32 zł"
media do druku,20230701,13,13,,,312,312,,,"0,00 zł","4,32 zł"
media do druku,20230901,39,39,,,187,187,,,"0,00 zł","4,32 zł"
media do druku,20231001,33,33,,,1975,1975,,,"0,00 zł","4,32 zł"
media do druku,20231101,12,12,,,497,497,,,"0,00 zł","4,32 zł"
modular,20240101,1,,,1,121,,,30,"0,00 zł","4,32 zł"
modular,20231001,1,,1,,200,,45,,"194,43 zł","4,32 zł"
namioty,20240101,41,15,26,,151670,51683,22935,,"99 095,14 zł","4,32 zł"
namioty,20230101,57,38,19,,177720,91853,18281,,"78 986,63 zł","4,32 zł"
namioty,20230201,56,43,13,,191386,144882,9775,,"42 234,79 zł","4,32 zł"
namioty,20240201,43,24,17,2,173203,101544,15456,1189,"66 780,66 zł","4,32 zł"
namioty,20230301,59,28,31,,259777,106352,32659,,"141 109,58 zł","4,32 zł"
namioty,20230401,92,58,34,,359834,225738,28968,,"125 161,89 zł","4,32 zł"
namioty,20230501,139,108,31,,564374,412397,33598,,"145 166,71 zł","4,32 zł"
namioty,20230601,245,204,41,,656529,451183,45891,,"198 281,01 zł","4,32 zł"
namioty,20230701,154,85,69,,652809,357547,66346,,"286 660,83 zł","4,32 zł"
namioty,20230801,133,104,29,,498026,362768,30371,,"131 223,83 zł","4,32 zł"
namioty,20230901,97,81,16,,326819,262793,14060,,"60 748,97 zł","4,32 zł"
namioty,20231001,59,43,16,,253764,148676,23107,,"99 838,30 zł","4,32 zł"
namioty,20231101,45,30,15,,200027,124139,17204,,"74 333,24 zł","4,32 zł"
namioty,20231201,82,68,14,,319864,253458,15321,,"66 197,37 zł","4,32 zł"
namioty akcesoria,20240101,13,2,11,,3938,1038,661,,"2 855,98 zł","4,32 zł"
namioty akcesoria,20230101,13,2,11,,1708,960,159,,"686,99 zł","4,32 zł"
namioty akcesoria,20230201,5,5,,,2927,2927,,,"0,00 zł","4,32 zł"
namioty akcesoria,20240201,12,7,5,,5766,3863,440,,"1 901,11 zł","4,32 zł"
namioty akcesoria,20230301,7,3,4,,4382,1707,570,,"2 462,80 zł","4,32 zł"
namioty akcesoria,20230401,40,31,9,,20096,15624,974,,"4 208,36 zł","4,32 zł"
namioty akcesoria,20230501,31,29,2,,10387,9205,261,,"1 127,70 zł","4,32 zł"
namioty akcesoria,20230601,14,10,4,,5448,3145,514,,"2 220,84 zł","4,32 zł"
namioty akcesoria,20230701,16,14,2,,9878,8641,278,,"1 201,15 zł","4,32 zł"
namioty akcesoria,20230801,24,12,12,,16262,7829,1897,,"8 196,36 zł","4,32 zł"
namioty akcesoria,20230901,21,14,7,,8356,8029,70,,"302,45 zł","4,32 zł"
namioty akcesoria,20231001,16,6,10,,4380,3484,201,,"868,46 zł","4,32 zł"
namioty akcesoria,20231101,13,12,1,,7091,6608,111,,"479,60 zł","4,32 zł"
namioty akcesoria,20231201,8,7,1,,4942,4281,152,,"656,75 zł","4,32 zł"
outdoor,20240101,8,8,,,1200,1200,,,"0,00 zł","4,32 zł"
outdoor,20231001,4,,4,,714,,156,,"674,03 zł","4,32 zł"
outdoor,20231201,8,8,,,1214,1214,,,"0,00 zł","4,32 zł"
outdoor akcesoria,20240101,280,189,91,,32267,20214,2762,,"11 933,76 zł","4,32 zł"
outdoor akcesoria,20230101,234,103,131,,20800,8190,2674,,"11 553,54 zł","4,32 zł"
outdoor akcesoria,20230201,110,103,7,,12421,11173,261,,"1 127,70 zł","4,32 zł"
outdoor akcesoria,20240201,186,151,35,,22647,20499,496,,"2 143,06 zł","4,32 zł"
outdoor akcesoria,20230301,309,252,57,,36135,27441,1852,,"8 001,93 zł","4,32 zł"
outdoor akcesoria,20230401,425,358,67,,73059,59149,3015,,"13 026,90 zł","4,32 zł"
outdoor akcesoria,20230501,662,556,106,,82630,61365,4662,,"20 143,08 zł","4,32 zł"
outdoor akcesoria,20230601,434,305,125,4,52942,37811,3274,116,"14 145,96 zł","4,32 zł"
outdoor akcesoria,20230701,510,404,106,,65564,55804,2193,,"9 475,28 zł","4,32 zł"
outdoor akcesoria,20230801,372,335,37,,48536,44062,1002,,"4 329,34 zł","4,32 zł"
outdoor akcesoria,20230901,446,392,54,,53018,46627,1395,,"6 027,37 zł","4,32 zł"
outdoor akcesoria,20231001,230,220,10,,37823,35309,555,,"2 397,99 zł","4,32 zł"
outdoor akcesoria,20231101,340,322,18,,40324,34047,1432,,"6 187,24 zł","4,32 zł"
outdoor akcesoria,20231201,145,138,7,,20286,18202,481,,"2 078,25 zł","4,32 zł"
potykacze,20240101,6,6,,,5315,5315,,,"0,00 zł","4,32 zł"
potykacze,20230101,5,5,,,1600,1600,,,"0,00 zł","4,32 zł"
potykacze,20230201,2,2,,,600,600,,,"0,00 zł","4,32 zł"
potykacze,20240201,5,3,1,1,4075,2152,200,261,"864,14 zł","4,32 zł"
potykacze,20230301,4,3,1,,2748,1112,350,,"1 512,24 zł","4,32 zł"
potykacze,20230401,14,14,,,17531,17531,,,"0,00 zł","4,32 zł"
potykacze,20230501,4,4,,,1299,1299,,,"0,00 zł","4,32 zł"
potykacze,20230601,3,,3,,3466,,777,,"3 357,18 zł","4,32 zł"
potykacze,20230701,103,103,,,31247,31247,,,"0,00 zł","4,32 zł"
potykacze,20230801,4,4,,,1486,1486,,,"0,00 zł","4,32 zł"
potykacze,20230901,2,2,,,1723,1723,,,"0,00 zł","4,32 zł"
potykacze,20231001,5,5,,,3816,3816,,,"0,00 zł","4,32 zł"
potykacze,20231101,13,12,1,,11571,8479,693,,"2 994,24 zł","4,32 zł"
potykacze,20231201,3,3,,,3659,3659,,,"0,00 zł","4,32 zł"
półprodukty,20240101,76,39,36,1,226271,195080,6683,480,"28 875,20 zł","4,32 zł"
półprodukty,20230101,54,27,27,,16636,14172,524,,"2 264,04 zł","4,32 zł"
półprodukty,20230201,169,9,160,,16913,13924,629,,"2 717,72 zł","4,32 zł"
półprodukty,20240201,49,35,14,,48956,44943,926,,"4 000,96 zł","4,32 zł"
półprodukty,20230301,175,163,12,,49217,21091,5978,,"25 829,11 zł","4,32 zł"
półprodukty,20230401,299,208,57,34,91917,32858,12490,286,"53 965,48 zł","4,32 zł"
półprodukty,20230501,313,77,236,,11977,9179,619,,"2 674,51 zł","4,32 zł"
półprodukty,20230601,125,86,36,3,135801,31367,22545,877,"97 410,07 zł","4,32 zł"
półprodukty,20230701,39,20,18,1,19605,695,4247,5,"18 349,99 zł","4,32 zł"
półprodukty,20230801,37,28,9,,19133,18718,93,,"401,82 zł","4,32 zł"
półprodukty,20230901,3223,3202,21,,83435,34080,10733,,"46 374,02 zł","4,32 zł"
półprodukty,20231001,95,54,40,1,119976,80620,7900,840,"34 133,49 zł","4,32 zł"
półprodukty,20231101,111,81,29,1,106539,102525,400,560,"1 728,28 zł","4,32 zł"
półprodukty,20231201,232,22,10,200,216697,9250,46264,1740,"199 892,63 zł","4,32 zł"
ramy tekstylne akcesoria,20240101,352,53,299,,17585,4856,2909,,"12 568,90 zł","4,32 zł"
ramy tekstylne akcesoria,20230101,260,129,131,,27908,12537,3271,,"14 132,99 zł","4,32 zł"
ramy tekstylne akcesoria,20230201,185,51,134,,20877,7855,2752,,"11 890,55 zł","4,32 zł"
ramy tekstylne akcesoria,20240201,261,135,126,,18955,16958,462,,"1 996,16 zł","4,32 zł"
ramy tekstylne akcesoria,20230301,382,217,165,,35793,21931,2953,,"12 759,01 zł","4,32 zł"
ramy tekstylne akcesoria,20230401,145,42,103,,18791,5084,2950,,"12 746,05 zł","4,32 zł"
ramy tekstylne akcesoria,20230501,460,317,143,,32818,23857,1979,,"8 550,66 zł","4,32 zł"
ramy tekstylne akcesoria,20230601,161,106,55,,16959,10561,1429,,"6 174,27 zł","4,32 zł"
ramy tekstylne akcesoria,20230701,121,77,44,,3597,1325,511,,"2 207,88 zł","4,32 zł"
ramy tekstylne akcesoria,20230801,176,93,83,,11762,9282,556,,"2 402,31 zł","4,32 zł"
ramy tekstylne akcesoria,20230901,708,569,129,10,23224,17105,1287,50,"5 560,73 zł","4,32 zł"
ramy tekstylne akcesoria,20231001,179,120,59,,30702,12248,4108,,"17 749,42 zł","4,32 zł"
ramy tekstylne akcesoria,20231101,154,99,55,,22752,10720,2724,,"11 769,57 zł","4,32 zł"
ramy tekstylne akcesoria,20231201,96,78,18,,20545,18059,573,,"2 475,76 zł","4,32 zł"
ramy tekstylne custom niepodświetlane,20240101,24,8,16,,26261,11177,3443,,"14 876,15 zł","4,32 zł"
ramy tekstylne custom niepodświetlane,20230101,15,13,2,,36927,20179,3570,,"15 424,88 zł","4,32 zł"
ramy tekstylne custom niepodświetlane,20230201,22,16,6,,19974,16970,629,,"2 717,72 zł","4,32 zł"
ramy tekstylne custom niepodświetlane,20240201,19,15,4,,31609,25160,1485,,"6 416,23 zł","4,32 zł"
ramy tekstylne custom niepodświetlane,20230301,61,39,22,,60896,49505,2420,,"10 456,08 zł","4,32 zł"
ramy tekstylne custom niepodświetlane,20230401,154,29,125,,70508,24130,10023,,"43 306,33 zł","4,32 zł"
ramy tekstylne custom niepodświetlane,20230501,147,40,107,,89672,50651,8529,,"36 851,21 zł","4,32 zł"
ramy tekstylne custom niepodświetlane,20230601,13,13,,,11670,11670,,,"0,00 zł","4,32 zł"
ramy tekstylne custom niepodświetlane,20230701,18,18,,,12491,12491,,,"0,00 zł","4,32 zł"
ramy tekstylne custom niepodświetlane,20230801,10,3,7,,9601,3792,1309,,"5 655,79 zł","4,32 zł"
ramy tekstylne custom niepodświetlane,20230901,23,14,9,,30384,22358,1738,,"7 509,37 zł","4,32 zł"
ramy tekstylne custom niepodświetlane,20231001,3,1,2,,7478,1970,1205,,"5 206,44 zł","4,32 zł"
ramy tekstylne custom niepodświetlane,20231101,6,4,2,,6883,4085,630,,"2 722,04 zł","4,32 zł"
ramy tekstylne custom niepodświetlane,20231201,16,10,6,,12868,9872,692,,"2 989,92 zł","4,32 zł"
ramy tekstylne custom podświetlane,20240101,47,8,39,,135531,38984,22137,,"95 647,23 zł","4,32 zł"
ramy tekstylne custom podświetlane,20230101,27,14,13,,83025,41194,8904,,"38 471,47 zł","4,32 zł"
ramy tekstylne custom podświetlane,20230201,30,10,20,,109127,31282,16382,,"70 781,63 zł","4,32 zł"
ramy tekstylne custom podświetlane,20240201,53,20,33,,176385,58858,27077,,"116 991,46 zł","4,32 zł"
ramy tekstylne custom podświetlane,20230301,44,20,24,,172094,67583,22290,,"96 308,29 zł","4,32 zł"
ramy tekstylne custom podświetlane,20230401,38,11,27,,103044,37460,14148,,"61 129,19 zł","4,32 zł"
ramy tekstylne custom podświetlane,20230501,63,32,31,,218855,154662,14172,,"61 232,89 zł","4,32 zł"
ramy tekstylne custom podświetlane,20230601,42,8,34,,96926,46458,11307,,"48 854,10 zł","4,32 zł"
ramy tekstylne custom podświetlane,20230701,17,3,14,,46219,5199,9235,,"39 901,62 zł","4,32 zł"
ramy tekstylne custom podświetlane,20230801,32,14,18,,170464,93785,17209,,"74 354,84 zł","4,32 zł"
ramy tekstylne custom podświetlane,20230901,49,27,22,,211955,122289,19477,,"84 154,18 zł","4,32 zł"
ramy tekstylne custom podświetlane,20231001,24,19,5,,104129,87133,3746,,"16 185,32 zł","4,32 zł"
ramy tekstylne custom podświetlane,20231101,69,54,15,,126893,94051,7464,,"32 249,67 zł","4,32 zł"
ramy tekstylne custom podświetlane,20231201,56,38,18,,145142,108509,8472,,"36 604,93 zł","4,32 zł"
ramy tekstylne p&p,20240101,284,112,172,,445709,189492,58707,,"253 655,04 zł","4,32 zł"
ramy tekstylne p&p,20230101,314,152,162,,634248,297021,71807,,"310 256,15 zł","4,32 zł"
ramy tekstylne p&p,20230201,371,168,203,,653850,325345,69234,,"299 139,00 zł","4,32 zł"
ramy tekstylne p&p,20240201,477,172,298,7,742203,297898,101081,1768,"436 740,17 zł","4,32 zł"
ramy tekstylne p&p,20230301,422,176,246,,777829,356822,89690,,"387 523,13 zł","4,32 zł"
ramy tekstylne p&p,20230401,385,128,257,,586039,230528,76822,,"331 924,43 zł","4,32 zł"
ramy tekstylne p&p,20230501,341,128,213,,542762,204506,74526,,"322 004,12 zł","4,32 zł"
ramy tekstylne p&p,20230601,227,121,106,,347589,205359,31830,,"137 527,72 zł","4,32 zł"
ramy tekstylne p&p,20230701,119,59,60,,214208,116201,22024,,"95 158,99 zł","4,32 zł"
ramy tekstylne p&p,20230801,228,134,94,,411036,246825,36783,,"158 928,12 zł","4,32 zł"
ramy tekstylne p&p,20230901,426,256,166,4,753434,432691,65478,4168,"282 910,47 zł","4,32 zł"
ramy tekstylne p&p,20231001,435,244,191,,714618,360477,78715,,"340 103,51 zł","4,32 zł"
ramy tekstylne p&p,20231101,456,244,212,,641217,360545,63733,,"275 370,85 zł","4,32 zł"
ramy tekstylne p&p,20231201,213,135,78,,342361,233073,25213,,"108 937,68 zł","4,32 zł"
ramy tekstylne standard niepodświetlane,20240101,7,5,2,,8129,6564,359,,"1 551,13 zł","4,32 zł"
ramy tekstylne standard niepodświetlane,20230201,13,12,1,,29502,27807,357,,"1 542,49 zł","4,32 zł"
ramy tekstylne standard niepodświetlane,20240201,34,30,4,,46754,39503,1678,,"7 250,13 zł","4,32 zł"
ramy tekstylne standard niepodświetlane,20230301,19,18,1,,22805,20578,474,,"2 048,01 zł","4,32 zł"
ramy tekstylne standard niepodświetlane,20230401,4,1,3,,9327,1793,1617,,"6 986,56 zł","4,32 zł"
ramy tekstylne standard niepodświetlane,20230501,9,9,,,10428,10428,,,"0,00 zł","4,32 zł"
ramy tekstylne standard niepodświetlane,20230601,7,6,1,,13473,11357,474,,"2 048,01 zł","4,32 zł"
ramy tekstylne standard niepodświetlane,20230701,6,6,,,8355,8355,,,"0,00 zł","4,32 zł"
ramy tekstylne standard niepodświetlane,20230801,16,9,7,,19164,12149,1568,,"6 774,85 zł","4,32 zł"
ramy tekstylne standard niepodświetlane,20230901,16,16,,,22507,22507,,,"0,00 zł","4,32 zł"
ramy tekstylne standard niepodświetlane,20231001,13,11,2,,14938,13118,408,,"1 762,84 zł","4,32 zł"
ramy tekstylne standard niepodświetlane,20231101,3,2,1,,5246,4678,131,,"566,01 zł","4,32 zł"
ramy tekstylne standard niepodświetlane,20231201,9,4,5,,3836,616,743,,"3 210,28 zł","4,32 zł"
ramy tekstylne standard podświetlane,20240101,22,7,15,,113961,34152,18278,,"78 973,66 zł","4,32 zł"
ramy tekstylne standard podświetlane,20230101,22,1,21,,100480,5186,20279,,"87 619,37 zł","4,32 zł"
